,red,yellow,green,blue
183,39.369656691379724,204.90154952132664,134.67580854251128,209.31084919432908
184,40.15919670998296,208.04184818618347,138.8083714547133,205.49132675490523
185,44.973343405589475,209.53278366791199,140.23506903974422,198.72736408107076
186,40.37821105319646,206.00835811895527,140.46450368532163,192.52874162615586
187,42.886176331414944,206.82162454598836,142.59322191299296,188.28497737362673
188,44.82710765888262,208.1683274757906,147.09906105417377,187.3117324423735
189,47.76829360672189,208.44602789626816,149.1595483346927,184.91415083147112
190,43.47415135566836,204.94508396778838,145.16179921232649,179.34951697370192
191,43.958297310082344,203.55449844909933,146.06486785853014,180.18511832501852
192,48.60755643403923,208.26221078218876,152.30752857539426,185.04485859094362
193,46.91689171481868,207.90347461381464,151.1848776612004,180.00150964476853
194,47.53423411873502,206.46436320929297,151.04724339852459,177.46025921327583
195,42.74678809325272,201.70682271520582,146.47846759555287,172.94652990674803
196,45.12109600678758,204.66712320765075,148.97881360755588,174.98907265802174
197,43.34566707404359,201.25876162891853,145.84715241506314,173.49275566600085
198,45.065825857805656,202.477161276568,147.57290560272628,172.70721621783613
199,41.81268006035562,199.44750103114743,144.42041191617048,168.1654815663882
200,42.087279931915326,200.06713923666638,143.89608773145196,167.96767120493243
